date,open,high,low,close,volume
1981-03-06,0.0029,0.003,0.0029,0.0029,494
1981-03-09,0.0029,0.003,0.0029,0.0029,297
1981-03-10,0.0028,0.0028,0.0027,0.0027,442
1981-03-11,0.0027,0.0028,0.0027,0.0027,557
1981-03-12,0.0027,0.0028,0.0027,0.0027,1171
1981-03-13,0.0028,0.0029,0.0028,0.0028,224
1981-03-16,0.0028,0.0028,0.0027,0.0027,280
1981-03-17,0.0027,0.0027,0.0027,0.0027,253
1981-03-18,0.0027,0.0028,0.0027,0.0027,624
1981-03-19,0.0026,0.0027,0.0026,0.0026,1072
1981-03-20,0.0027,0.0027,0.0027,0.0027,533
1981-03-23,0.0027,0.0028,0.0027,0.0027,830
1981-03-24,0.0027,0.0027,0.0027,0.0027,993
1981-03-25,0.0027,0.0028,0.0027,0.0027,383
1981-03-26,0.0027,0.0028,0.0027,0.0027,1028
1981-03-27,0.0027,0.0027,0.0027,0.0027,419
1981-03-30,0.0028,0.0029,0.0028,0.0028,949
1981-03-31,0.0029,0.003,0.0029,0.0029,1223
1981-04-01,0.003,0.0031,0.003,0.003,914
1981-04-02,0.003,0.0031,0.003,0.003,1474
1981-04-03,0.0031,0.0031,0.0031,0.0031,414
1981-04-06,0.0031,0.0031,0.003,0.003,825
1981-04-07,0.003,0.003,0.003,0.003,430
1981-04-08,0.003,0.0031,0.003,0.003,484
1981-04-09,0.0033,0.0034,0.0033,0.0033,1717
1981-04-10,0.0033,0.0033,0.0033,0.0033,1476
1981-04-13,0.0033,0.0033,0.0032,0.0032,2508
1981-04-14,0.0032,0.0032,0.0031,0.0031,975
1981-04-15,0.0034,0.0034,0.0034,0.0034,1013
1981-04-16,0.0034,0.0035,0.0034,0.0034,3193
1981-04-20,0.0034,0.0035,0.0034,0.0034,2500
1981-04-21,0.0034,0.0035,0.0034,0.0034,739
1981-04-22,0.0034,0.0035,0.0034,0.0034,1346
1981-04-23,0.0034,0.0034,0.0034,0.0034,1733
1981-04-24,0.0033,0.0033,0.0032,0.0032,752
1981-04-27,0.0032,0.0033,0.0032,0.0032,636
1981-04-28,0.0032,0.0033,0.0032,0.0032,459
1981-04-29,0.0032,0.0032,0.0032,0.0032,390
1981-04-30,0.0032,0.0033,0.0032,0.0032,280
1981-05-01,0.0032,0.0032,0.0032,0.0032,186
1981-05-04,0.0031,0.0032,0.0031,0.0031,1002
1981-05-05,0.0031,0.0032,0.0031,0.0031,357
1981-05-06,0.0031,0.0032,0.0031,0.0031,208
1981-05-07,0.0031,0.0032,0.0031,0.0031,163
1981-05-08,0.0031,0.0032,0.0031,0.0031,132
1981-05-11,0.0031,0.0031,0.0031,0.0031,412
1981-05-12,0.0032,0.0033,0.0032,0.0032,549
1981-05-13,0.0032,0.0033,0.0032,0.0032,484
1981-05-14,0.0032,0.0032,0.0031,0.0031,232
1981-05-15,0.0031,0.0032,0.0031,0.0031,282
1981-05-18,0.0031,0.0032,0.0031,0.0031,1101
1981-05-19,0.0031,0.0032,0.0031,0.0031,219
1981-05-20,0.0031,0.0032,0.0031,0.0031,509
1981-05-21,0.0031,0.0032,0.0031,0.0031,557
1981-05-22,0.0031,0.0032,0.0031,0.0031,178
1981-05-26,0.0032,0.0033,0.0032,0.0032,1466
1981-05-27,0.0033,0.0034,0.0033,0.0033,1196
1981-05-28,0.0035,0.0036,0.0035,0.0035,2801
1981-05-29,0.0035,0.0036,0.0035,0.0035,1138
1981-06-01,0.0036,0.0037,0.0036,0.0036,1012
1981-06-02,0.0036,0.0037,0.0036,0.0036,1774
1981-06-03,0.0036,0.0037,0.0036,0.0036,2357
1981-06-04,0.0036,0.0037,0.0036,0.0036,890
1981-06-05,0.0036,0.0037,0.0036,0.0036,1844
1981-06-08,0.0036,0.0037,0.0036,0.0036,569
1981-06-09,0.0036,0.0037,0.0036,0.0036,357
1981-06-10,0.0036,0.0037,0.0036,0.0036,765
1981-06-11,0.0037,0.0038,0.0037,0.0037,1204
1981-06-12,0.0037,0.0038,0.0037,0.0037,2652
1981-06-15,0.0037,0.0037,0.0037,0.0037,1241
1981-06-16,0.0038,0.0038,0.0038,0.0038,5128
1981-06-17,0.0038,0.0038,0.0037,0.0037,1242
1981-06-18,0.0035,0.0035,0.0035,0.0035,2107
1981-06-19,0.0035,0.0036,0.0035,0.0035,702
1981-06-22,0.0035,0.0036,0.0035,0.0035,532
1981-06-23,0.0037,0.0037,0.0037,0.0037,1612
1981-06-24,0.0037,0.0037,0.0037,0.0037,481
1981-06-25,0.0036,0.0037,0.0036,0.0036,1102
1981-06-26,0.0036,0.0037,0.0036,0.0036,893
1981-06-29,0.0036,0.0036,0.0036,0.0036,330
1981-06-30,0.0036,0.0036,0.0035,0.0035,308
1981-07-01,0.0036,0.0036,0.0036,0.0036,529
1981-07-02,0.0036,0.0037,0.0036,0.0036,345
1981-07-06,0.0036,0.0036,0.0035,0.0035,413
1981-07-07,0.0034,0.0034,0.0033,0.0033,448
1981-07-08,0.0032,0.0033,0.0032,0.0032,185
1981-07-09,0.0033,0.0033,0.0033,0.0033,436
1981-07-10,0.0032,0.0033,0.0032,0.0032,239
1981-07-13,0.0033,0.0034,0.0033,0.0033,559
1981-07-14,0.0033,0.0034,0.0033,0.0033,272
1981-07-15,0.0034,0.0035,0.0034,0.0034,164
1981-07-16,0.0034,0.0035,0.0034,0.0034,137
1981-07-17,0.0034,0.0035,0.0034,0.0034,59
1981-07-20,0.0033,0.0033,0.0032,0.0032,1026
1981-07-21,0.0033,0.0033,0.0032,0.0032,265
1981-07-22,0.0032,0.0032,0.0032,0.0032,355
1981-07-23,0.0032,0.0033,0.0032,0.0032,771
1981-07-24,0.0034,0.0034,0.0034,0.0034,629
1981-07-27,0.0033,0.0034,0.0033,0.0033,435
1981-07-28,0.0034,0.0035,0.0034,0.0034,241
1981-07-29,0.0033,0.0033,0.0033,0.0033,575
1981-07-30,0.0034,0.0034,0.0034,0.0034,763
1981-07-31,0.0033,0.0034,0.0033,0.0033,159
1981-08-03,0.0033,0.0033,0.0032,0.0032,433
1981-08-04,0.0032,0.0033,0.0032,0.0032,335
1981-08-05,0.0032,0.0032,0.0031,0.0031,662
1981-08-06,0.0031,0.0031,0.0031,0.0031,404
1981-08-07,0.0031,0.0031,0.003,0.003,307
1981-08-10,0.003,0.003,0.003,0.003,0
1981-08-11,0.0032,0.0033,0.0032,0.0032,383
1981-08-12,0.0032,0.0033,0.0032,0.0032,842
1981-08-13,0.0032,0.0033,0.0032,0.0032,179
1981-08-14,0.0032,0.0033,0.0032,0.0032,215
1981-08-17,0.0032,0.0033,0.0032,0.0032,703
1981-08-18,0.003,0.003,0.0029,0.0029,389
1981-08-19,0.003,0.0031,0.003,0.003,268
1981-08-20,0.003,0.0031,0.003,0.003,268
1981-08-21,0.003,0.003,0.003,0.003,188
1981-08-24,0.003,0.003,0.0029,0.0029,328
1981-08-25,0.0029,0.0029,0.0028,0.0028,108
1981-08-26,0.0029,0.003,0.0029,0.0029,188
1981-08-27,0.0029,0.003,0.0029,0.0029,1173
1981-08-28,0.0029,0.0029,0.0029,0.0029,154
1981-08-31,0.0029,0.0029,0.0029,0.0029,324
1981-09-01,0.0029,0.003,0.0029,0.0029,489
1981-09-02,0.0029,0.0029,0.0029,0.0029,316
1981-09-03,0.0029,0.0029,0.0029,0.0029,212
1981-09-04,0.003,0.003,0.0029,0.0029,364
1981-09-08,0.0028,0.0029,0.0028,0.0028,384
1981-09-09,0.0029,0.003,0.0029,0.0029,55
1981-09-10,0.0029,0.003,0.0029,0.0029,575
1981-09-11,0.003,0.0031,0.003,0.003,194
1981-09-14,0.0031,0.0032,0.0031,0.0031,121
1981-09-15,0.0032,0.0033,0.0032,0.0032,902
1981-09-16,0.0031,0.0031,0.003,0.003,564
1981-09-17,0.003,0.0031,0.003,0.003,502
1981-09-18,0.003,0.0031,0.003,0.003,97
1981-09-21,0.003,0.003,0.003,0.003,280
1981-09-22,0.003,0.003,0.0029,0.0029,297
1981-09-23,0.0029,0.0029,0.0029,0.0029,548
1981-09-24,0.0029,0.003,0.0029,0.0029,486
1981-09-25,0.003,0.003,0.0029,0.0029,728
1981-09-28,0.0028,0.0028,0.0028,0.0028,1070
1981-09-29,0.0029,0.0029,0.0029,0.0029,210
1981-09-30,0.0029,0.0029,0.0029,0.0029,399
1981-10-01,0.0029,0.003,0.0029,0.0029,66
1981-10-02,0.003,0.0031,0.003,0.003,276
1981-10-05,0.003,0.0031,0.003,0.003,395
1981-10-06,0.003,0.0031,0.003,0.003,443
1981-10-07,0.003,0.0031,0.003,0.003,124
1981-10-08,0.003,0.0031,0.003,0.003,365
1981-10-09,0.003,0.003,0.0029,0.0029,337
1981-10-12,0.003,0.003,0.003,0.003,700
1981-10-13,0.0033,0.0034,0.0033,0.0033,2117
1981-10-14,0.0034,0.0034,0.0034,0.0034,5164
1981-10-15,0.0034,0.0035,0.0034,0.0034,1288
1981-10-16,0.0035,0.0036,0.0035,0.0035,1241
1981-10-19,0.0036,0.0037,0.0036,0.0036,765
1981-10-20,0.0037,0.0038,0.0037,0.0037,9855
1981-10-21,0.0037,0.0037,0.0037,0.0037,1485
1981-10-22,0.0037,0.0038,0.0037,0.0037,2206
1981-10-23,0.0037,0.0038,0.0037,0.0037,1192
1981-10-26,0.0037,0.0038,0.0037,0.0037,1002
1981-10-27,0.0037,0.0038,0.0037,0.0037,750
1981-10-28,0.004,0.0041,0.004,0.004,1763
1981-10-29,0.0041,0.0041,0.0041,0.0041,3264
1981-10-30,0.004,0.004,0.004,0.004,2110
1981-11-02,0.004,0.004,0.0039,0.0039,1120
1981-11-03,0.004,0.0041,0.004,0.004,705
1981-11-04,0.004,0.0041,0.004,0.004,2032
1981-11-05,0.004,0.004,0.004,0.004,1623
1981-11-06,0.004,0.004,0.0039,0.0039,278
1981-11-09,0.0039,0.0039,0.0039,0.0039,729
1981-11-10,0.004,0.004,0.004,0.004,654
1981-11-11,0.004,0.0041,0.004,0.004,1537
1981-11-12,0.0042,0.0042,0.0042,0.0042,2699
1981-11-13,0.0041,0.0042,0.0041,0.0041,1816
1981-11-16,0.0041,0.0041,0.004,0.004,1252
1981-11-17,0.004,0.0041,0.004,0.004,940
1981-11-18,0.004,0.0041,0.004,0.004,859
1981-11-19,0.004,0.0041,0.004,0.004,318
1981-11-20,0.004,0.0041,0.004,0.004,912
1981-11-23,0.004,0.0041,0.004,0.004,452
1981-11-24,0.0041,0.0042,0.0041,0.0041,626
1981-11-25,0.0042,0.0042,0.0042,0.0042,1042
1981-11-27,0.0042,0.0043,0.0042,0.0042,622
1981-11-30,0.0042,0.0043,0.0042,0.0042,484
1981-12-01,0.0043,0.0044,0.0043,0.0043,1023
1981-12-02,0.0043,0.0043,0.0043,0.0043,1610
1981-12-03,0.0043,0.0043,0.0043,0.0043,1132
1981-12-04,0.0043,0.0044,0.0043,0.0043,444
1981-12-07,0.0043,0.0043,0.0043,0.0043,652
1981-12-08,0.0042,0.0043,0.0042,0.0042,581
1981-12-09,0.0042,0.0043,0.0042,0.0042,434
1981-12-10,0.0042,0.0043,0.0042,0.0042,282
1981-12-11,0.0042,0.0043,0.0042,0.0042,508
1981-12-14,0.0042,0.0043,0.0042,0.0042,600
1981-12-15,0.0042,0.0042,0.0042,0.0042,446
1981-12-16,0.0042,0.0042,0.0042,0.0042,755
1981-12-17,0.0042,0.0042,0.0042,0.0042,645
1981-12-18,0.0043,0.0044,0.0043,0.0043,629
1981-12-21,0.0042,0.0043,0.0042,0.0042,294
1981-12-22,0.0042,0.0042,0.0042,0.0042,340
1981-12-23,0.0042,0.0043,0.0042,0.0042,739
1981-12-24,0.0042,0.0042,0.0041,0.0041,1201
1981-12-28,0.0041,0.0042,0.0041,0.0041,311
1981-12-29,0.0042,0.0043,0.0042,0.0042,533
1981-12-30,0.0043,0.0044,0.0043,0.0043,1340
1981-12-31,0.0043,0.0043,0.0043,0.0043,1481
1982-01-04,0.0043,0.0044,0.0043,0.0043,1379
1982-01-05,0.0043,0.0043,0.0042,0.0042,849
1982-01-06,0.0041,0.0041,0.0041,0.0041,976
1982-01-07,0.0042,0.0043,0.0042,0.0042,1728
1982-01-08,0.0043,0.0043,0.0043,0.0043,1193
1982-01-11,0.0044,0.0045,0.0044,0.0044,2539
1982-01-12,0.0045,0.0046,0.0045,0.0045,508
1982-01-13,0.0044,0.0044,0.0043,0.0043,830
1982-01-14,0.0044,0.0044,0.0044,0.0044,1289
1982-01-15,0.0044,0.0045,0.0044,0.0044,1591
1982-01-18,0.0044,0.0045,0.0044,0.0044,2027
1982-01-19,0.0044,0.0044,0.0043,0.0043,1915
1982-01-20,0.0043,0.0043,0.0043,0.0043,1037
1982-01-21,0.0043,0.0043,0.0043,0.0043,1027
1982-01-22,0.0043,0.0044,0.0043,0.0043,1044
1982-01-25,0.0043,0.0043,0.0042,0.0042,970
1982-01-26,0.0042,0.0043,0.0042,0.0042,252
1982-01-27,0.0042,0.0042,0.0042,0.0042,496
1982-01-28,0.0043,0.0044,0.0043,0.0043,1077
1982-01-29,0.0045,0.0045,0.0045,0.0045,1946
1982-02-01,0.0044,0.0044,0.0044,0.0044,641
1982-02-02,0.0045,0.0046,0.0045,0.0045,744
1982-02-03,0.0045,0.0045,0.0045,0.0045,1870
1982-02-04,0.0046,0.0047,0.0046,0.0046,2324
1982-02-05,0.0046,0.0046,0.0046,0.0046,3152
1982-02-08,0.0046,0.0046,0.0045,0.0045,824
1982-02-09,0.0044,0.0044,0.0044,0.0044,1360
1982-02-10,0.0044,0.0044,0.0044,0.0044,1391
1982-02-11,0.0044,0.0044,0.0044,0.0044,333
1982-02-12,0.0044,0.0044,0.0044,0.0044,185
1982-02-16,0.0043,0.0043,0.0043,0.0043,743
1982-02-17,0.0043,0.0043,0.0043,0.0043,795
1982-02-18,0.0043,0.0043,0.0043,0.0043,1035
1982-02-19,0.0043,0.0043,0.0043,0.0043,448
1982-02-22,0.0044,0.0044,0.0044,0.0044,1468
1982-02-23,0.0042,0.0042,0.0042,0.0042,1103
1982-02-24,0.0042,0.0042,0.0042,0.0042,360
1982-02-25,0.0043,0.0044,0.0043,0.0043,791
1982-02-26,0.0043,0.0043,0.0043,0.0043,753
1982-03-01,0.0043,0.0043,0.0043,0.0043,7052
1982-03-02,0.0043,0.0044,0.0043,0.0043,348
1982-03-03,0.0043,0.0044,0.0043,0.0043,363
1982-03-04,0.0043,0.0043,0.0043,0.0043,291
1982-03-05,0.0043,0.0043,0.0043,0.0043,220
1982-03-08,0.0043,0.0043,0.0042,0.0042,1462
1982-03-09,0.0039,0.0039,0.0039,0.0039,2255
1982-03-10,0.004,0.004,0.004,0.004,1871
1982-03-11,0.004,0.004,0.004,0.004,349
1982-03-12,0.004,0.004,0.0039,0.0039,627
1982-03-15,0.0038,0.0038,0.0038,0.0038,859
1982-03-16,0.0038,0.0038,0.0038,0.0038,605
1982-03-17,0.0039,0.0039,0.0038,0.0038,419
1982-03-18,0.004,0.0041,0.004,0.004,918
1982-03-19,0.0041,0.0042,0.0041,0.0041,993
1982-03-22,0.0042,0.0043,0.0042,0.0042,415
1982-03-23,0.0043,0.0043,0.0043,0.0043,1263
1982-03-24,0.0044,0.0044,0.0044,0.0044,687
1982-03-25,0.0045,0.0045,0.0045,0.0045,871
1982-03-26,0.0044,0.0044,0.0044,0.0044,217
1982-03-29,0.0045,0.0045,0.0045,0.0045,369
1982-03-30,0.0045,0.0045,0.0045,0.0045,706
1982-03-31,0.0045,0.0045,0.0045,0.0045,161
1982-04-01,0.0045,0.0045,0.0045,0.0045,586
1982-04-02,0.0046,0.0046,0.0046,0.0046,1017
1982-04-05,0.0046,0.0046,0.0046,0.0046,1352
1982-04-06,0.0046,0.0046,0.0046,0.0046,1688
1982-04-07,0.0046,0.0046,0.0046,0.0046,5499
1982-04-08,0.0046,0.0046,0.0046,0.0046,413
1982-04-12,0.0046,0.0046,0.0046,0.0046,973
1982-04-13,0.0046,0.0046,0.0046,0.0046,1415
1982-04-14,0.0045,0.0045,0.0045,0.0045,1406
1982-04-15,0.0046,0.0046,0.0046,0.0046,648
1982-04-16,0.0046,0.0046,0.0046,0.0046,931
1982-04-19,0.0046,0.0046,0.0046,0.0046,907
1982-04-20,0.0046,0.0046,0.0046,0.0046,576
1982-04-21,0.0046,0.0046,0.0046,0.0046,2013
1982-04-22,0.0046,0.0046,0.0046,0.0046,597
1982-04-23,0.0046,0.0046,0.0046,0.0046,2109
1982-04-26,0.0044,0.0044,0.0044,0.0044,696
1982-04-27,0.0044,0.0044,0.0044,0.0044,1090
1982-04-28,0.0044,0.0044,0.0044,0.0044,527
1982-04-29,0.0043,0.0043,0.0043,0.0043,472
1982-04-30,0.0043,0.0043,0.0043,0.0043,994
1982-05-03,0.0043,0.0043,0.0043,0.0043,594
1982-05-04,0.0044,0.0044,0.0044,0.0044,662
1982-05-05,0.0045,0.0045,0.0045,0.0045,1058
1982-05-06,0.0046,0.0046,0.0046,0.0046,1280
1982-05-07,0.0046,0.0046,0.0046,0.0046,2492
1982-05-10,0.0046,0.0046,0.0046,0.0046,279
1982-05-11,0.0046,0.0046,0.0046,0.0046,903
1982-05-12,0.0046,0.0046,0.0046,0.0046,254
1982-05-13,0.0046,0.0046,0.0046,0.0046,2447
1982-05-14,0.0046,0.0046,0.0046,0.0046,242
1982-05-17,0.0046,0.0046,0.0046,0.0046,1020
1982-05-18,0.0045,0.0045,0.0045,0.0045,949
1982-05-19,0.0045,0.0045,0.0045,0.0045,1200
1982-05-20,0.0045,0.0045,0.0045,0.0045,1545
1982-05-21,0.0046,0.0046,0.0046,0.0046,691
1982-05-24,0.0046,0.0046,0.0046,0.0046,710
1982-05-25,0.0046,0.0046,0.0046,0.0046,565
1982-05-26,0.0045,0.0045,0.0045,0.0045,1627
1982-05-27,0.0046,0.0046,0.0046,0.0046,485
1982-05-28,0.0046,0.0046,0.0046,0.0046,1604
1982-06-01,0.0046,0.0046,0.0046,0.0046,244
1982-06-02,0.0046,0.0046,0.0046,0.0046,410
1982-06-03,0.0046,0.0046,0.0046,0.0046,658
1982-06-04,0.0046,0.0046,0.0046,0.0046,485
1982-06-07,0.0046,0.0046,0.0046,0.0046,914
1982-06-08,0.0046,0.0046,0.0046,0.0046,3118
1982-06-09,0.0045,0.0045,0.0045,0.0045,3110
1982-06-10,0.0045,0.0045,0.0045,0.0045,1855
1982-06-11,0.0045,0.0045,0.0045,0.0045,1451
1982-06-14,0.0045,0.0045,0.0045,0.0045,488
1982-06-15,0.0046,0.0046,0.0046,0.0046,847
1982-06-16,0.0047,0.0048,0.0047,0.0047,1791
1982-06-17,0.0047,0.0047,0.0047,0.0047,228
1982-06-18,0.0047,0.0047,0.0047,0.0047,630
1982-06-21,0.0047,0.0047,0.0047,0.0047,464
1982-06-22,0.0047,0.0047,0.0047,0.0047,1760
1982-06-23,0.0046,0.0046,0.0046,0.0046,753
1982-06-24,0.0046,0.0046,0.0046,0.0046,293
1982-06-25,0.0046,0.0046,0.0046,0.0046,873
1982-06-28,0.0046,0.0046,0.0046,0.0046,328
1982-06-29,0.0047,0.0047,0.0047,0.0047,1021
1982-06-30,0.0048,0.0048,0.0048,0.0048,3146
1982-07-01,0.0048,0.0048,0.0048,0.0048,452
1982-07-02,0.0048,0.0048,0.0048,0.0048,775
1982-07-06,0.0048,0.0048,0.0048,0.0048,2690
1982-07-07,0.0048,0.0048,0.0048,0.0048,146
1982-07-08,0.0048,0.0048,0.0048,0.0048,629
1982-07-09,0.0048,0.0048,0.0048,0.0048,2615
1982-07-12,0.0048,0.0048,0.0048,0.0048,2818
1982-07-13,0.0051,0.0051,0.0051,0.0051,4729
1982-07-14,0.0051,0.0051,0.0051,0.0051,847
1982-07-15,0.0053,0.0053,0.0053,0.0053,3563
1982-07-16,0.0054,0.0054,0.0054,0.0054,1416
1982-07-19,0.0055,0.0055,0.0055,0.0055,1476
1982-07-20,0.0053,0.0053,0.0053,0.0053,5083
1982-07-21,0.0053,0.0053,0.0053,0.0053,2190
1982-07-22,0.0053,0.0053,0.0053,0.0053,1948
1982-07-23,0.0053,0.0053,0.0053,0.0053,945
1982-07-26,0.0053,0.0053,0.0053,0.0053,257
1982-07-27,0.0054,0.0054,0.0054,0.0054,1098
1982-07-28,0.0054,0.0054,0.0054,0.0054,860
1982-07-29,0.0053,0.0053,0.0053,0.0053,5396
1982-07-30,0.0053,0.0053,0.0053,0.0053,1121
1982-08-02,0.0053,0.0053,0.0053,0.0053,691
1982-08-03,0.0054,0.0054,0.0054,0.0054,1098
1982-08-04,0.0054,0.0054,0.0054,0.0054,1799
1982-08-05,0.0054,0.0054,0.0054,0.0054,1921
1982-08-06,0.0053,0.0053,0.0053,0.0053,2963
1982-08-09,0.0051,0.0051,0.0051,0.0051,2537
1982-08-10,0.0051,0.0051,0.0051,0.0051,1395
1982-08-11,0.005,0.005,0.005,0.005,1716
1982-08-12,0.0049,0.0049,0.0049,0.0049,1876
1982-08-13,0.0048,0.0048,0.0048,0.0048,1068
1982-08-16,0.0048,0.0048,0.0048,0.0048,1131
1982-08-17,0.0051,0.0051,0.0051,0.0051,2861
1982-08-18,0.0053,0.0053,0.0053,0.0053,5304
1982-08-19,0.0055,0.0055,0.0055,0.0055,5279
1982-08-20,0.0058,0.0058,0.0058,0.0058,5474
1982-08-23,0.0058,0.0058,0.0058,0.0058,2297
1982-08-24,0.0059,0.0059,0.0059,0.0059,4005
1982-08-25,0.006,0.006,0.006,0.006,1753
1982-08-26,0.0061,0.0061,0.0061,0.0061,4610
1982-08-27,0.0061,0.0061,0.0061,0.0061,1323
1982-08-30,0.0061,0.0061,0.0061,0.0061,1898
1982-08-31,0.0061,0.0061,0.0061,0.0061,2113
1982-09-01,0.0061,0.0061,0.0061,0.0061,5723
1982-09-02,0.0061,0.0061,0.0061,0.0061,3564
1982-09-03,0.0062,0.0062,0.0062,0.0062,2755
1982-09-07,0.0062,0.0062,0.0062,0.0062,728
1982-09-08,0.0063,0.0063,0.0063,0.0063,3692
1982-09-09,0.0065,0.0065,0.0065,0.0065,4583
1982-09-10,0.0065,0.0065,0.0065,0.0065,346
1982-09-13,0.0067,0.0067,0.0067,0.0067,1166
1982-09-14,0.0069,0.0069,0.0069,0.0069,4989
1982-09-15,0.0068,0.0068,0.0068,0.0068,2648
1982-09-16,0.0066,0.0066,0.0066,0.0066,2896
1982-09-17,0.0065,0.0065,0.0065,0.0065,1172
1982-09-20,0.0065,0.0065,0.0065,0.0065,1518
1982-09-21,0.007,0.007,0.007,0.007,2992
1982-09-22,0.007,0.007,0.007,0.007,2860
1982-09-23,0.0069,0.0069,0.0069,0.0069,2795
1982-09-24,0.0069,0.0069,0.0069,0.0069,989
1982-09-27,0.007,0.007,0.007,0.007,864
1982-09-28,0.0072,0.0072,0.0072,0.0072,2088
1982-09-29,0.007,0.007,0.007,0.007,1004
1982-09-30,0.0071,0.0071,0.0071,0.0071,704
1982-10-01,0.0071,0.0071,0.0071,0.0071,1340
1982-10-04,0.007,0.007,0.0067,0.0067,2051
1982-10-05,0.0068,0.0069,0.0065,0.0066,3446
1982-10-06,0.0066,0.0066,0.0065,0.0066,6918
1982-10-07,0.0066,0.0071,0.0066,0.007,8476
1982-10-08,0.0071,0.0074,0.007,0.0074,4228
1982-10-11,0.0074,0.0075,0.0073,0.0074,1880
1982-10-12,0.0073,0.0073,0.0071,0.0073,1694
1982-10-13,0.0073,0.0075,0.0073,0.0074,1227
1982-10-14,0.0075,0.0076,0.0073,0.0073,28027
1982-10-15,0.0073,0.0073,0.0072,0.0072,6545
1982-10-18,0.0071,0.0074,0.0071,0.0073,3765
1982-10-19,0.0073,0.0074,0.0068,0.007,17553
1982-10-20,0.007,0.007,0.0067,0.0069,6716
1982-10-21,0.0069,0.0071,0.0069,0.0071,6680
1982-10-22,0.0071,0.0072,0.007,0.0071,4564
1982-10-25,0.0071,0.0072,0.0071,0.0071,2713
1982-10-26,0.0071,0.0072,0.0071,0.0072,2747
1982-10-27,0.0073,0.0074,0.0073,0.0073,3586
